md5_num v1 v2 v3 v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15
ebaff9951615bb369eb77d7a43d68e4d -0.3400213 0.1429066 0.7689622 -0.058261156 -0.60220915 -0.5539466 -0.40064776 -1.350863 0.5472502 0.25784302 0.30737033 0.053597286 0.28590024 -0.8303494 0.6302285
651d2149070f7846ef3bff5003889333 -0.38977274 0.074406005 0.798855 -2.6036281e-05 -0.60294616 -0.5888386 -0.40948963 -1.3774012 0.47988358 0.23772702 0.37818635 0.09890678 0.29503518 -0.8399394 0.61833394
3077a9613feb9424a9cacda69ce81855 -0.38913167 0.11818265 0.7485325 -0.033273064 -0.57951045 -0.61238146 -0.37055522 -1.2979589 0.43986818 0.23868409 0.35167587 0.12564982 0.30542463 -0.88470566 0.59512115
b38b58fc7690d9438f11346305f4e254 -0.3685888 0.09945147 0.7385879 -0.06807434 -0.5711298 -0.6225441 -0.39609453 -1.4216765 0.45817325 0.26609674 0.29866648 0.10007009 0.275977 -0.85782284 0.60993576
1bbfd947b7c75f24eaf829c88b338521 -0.37228763 0.104928605 0.73478305 -0.02967612 -0.59181124 -0.5946494 -0.3701656 -1.3733788 0.46920896 0.21810064 0.34579834 0.07696248 0.2811534 -0.8393729 0.630507
49278197e63d96169436ae5241c362e6 -0.3961736 0.10754191 0.78092426 0.001568745 -0.60471153 -0.5751873 -0.36674663 -1.3541303 0.4587829 0.25914976 0.35265553 0.09537026 0.30900073 -0.8593303 0.59664255
34a9f699962aca8e46b3b4d1c12d9efe -0.38576877 0.10095448 0.75455415 -0.021632608 -0.56102824 -0.6217956 -0.3958883 -1.3633131 0.4899683 0.23140466 0.32125443 0.06079328 0.2706276 -0.88647425 0.6189298
d965d24b04210a45386cf17eb68e54fd -0.521949 1.5449383 -0.8106553 -0.39055824 -1.0925242 -1.3251728 0.6296538 0.27963486 0.26779804 1.029964 0.08864369 -0.4622469 -0.7350002 -0.30352885 0.713903
ecc871a44ad857a6d2d6ae564a66e1b8 -0.5028531 1.575517 -0.7660464 -0.4122794 -1.0434216 -1.2683587 0.55056876 0.23716792 0.29807785 1.008662 0.081383325 -0.49141863 -0.7325007 -0.28786522 0.71742874
74eeb0f69f4a3b5be14e84c50ccdad83 -0.52547973 1.5314273 -0.7815067 -0.38524 -1.0353276 -1.2515767 0.62320745 0.21180323 0.2606529 1.0549977 0.10478362 -0.41569665 -0.73332 -0.32304925 0.6580416
36f997c803c3deeb5956805fa1c08816 -0.48707524 1.5578331 -0.78680587 -0.45725995 -1.0818971 -1.2899724 0.5200107 0.23107103 0.24112804 0.9854195 0.044648807 -0.36557007 -0.73685706 -0.26446778 0.71641004
7243a5ed14b9c1ac74373c0c1d4cf8c6 -0.48129475 1.5277089 -0.79885024 -0.37183493 -1.0317236 -1.2874331 0.54786474 0.22106755 0.25911963 1.0155487 0.09228638 -0.4029927 -0.754711 -0.2705107 0.75886196
9af08bdb963bd4e44a2fdacb46f5a52e -0.5297268 1.5766023 -0.80227864 -0.428129 -1.0873733 -1.3281095 0.57127696 0.2587888 0.23552223 0.98617995 0.07213506 -0.42656112 -0.7215606 -0.28157 0.7108423
ec18be7459574e9662d46b8593ace3f3 -0.53311837 1.5249861 -0.78667915 -0.42491755 -1.0870851 -1.244041 0.58901757 0.25119317 0.26664758 0.9998537 0.028522154 -0.5090465 -0.7315092 -0.28514308 0.7062916
e383740128008c1c52777dcc84096397 -0.5377218 1.5108188 -0.8013464 -0.40353224 -1.069264 -1.281898 0.61072093 0.2507117 0.30946597 1.0204725 0.03748597 -0.40699652 -0.73995143 -0.30157423 0.7088656
16f727b5963f2883880816b38ae803e2 -0.49169105 1.5403943 -0.7737475 -0.44441298 -1.1030252 -1.245583 0.58513117 0.27111882 0.32241145 1.0097542 0.07023096 -0.47632557 -0.71801126 -0.27073947 0.77282846
a358ae4c1d96d171ef944fb0c2a82ef7 -0.5163414 1.5041397 -0.8102918 -0.41325882 -1.0152633 -1.276808 0.60323673 0.27580377 0.27224687 1.016735 0.026504956 -0.4973168 -0.75784075 -0.3301012 0.72098696
325679051d0bd06fd91d212289b0185f -0.5416621 1.5493127 -0.7804024 -0.3907474 -1.1420794 -1.2612665 0.6168616 0.287615 0.30601114 1.0323032 0.070668995 -0.4340576 -0.7000979 -0.2581303 0.67690223
8cced49f64adcf69873bc4663efbe610 -0.51914364 1.5053442 -0.8013875 -0.41703132 -1.022264 -1.3149247 0.5325153 0.2858772 0.26927394 0.9778118 0.04338515 -0.48341128 -0.7548251 -0.33909526 0.7614179
232cd0a4215355b3256a64abea84d4df -0.53332233 1.4791117 -0.758883 -0.37921286 -1.020956 -1.2854075 0.61933875 0.22875722 0.26840448 1.0573196 0.027551113 -0.435866 -0.77910024 -0.2869033 0.77492326
6b223f124bfedb72465209ff5a9deaea -0.5146788 1.4672465 -0.8673708 -0.43955418 -1.0873934 -1.3214717 0.54324585 0.22881207 0.25978142 0.93920577 0.03125992 -0.4294324 -0.76179796 -0.27178755 0.72305346
2f863c39a040d71d3ee5fd22be3dac15 -0.5648617 1.4953443 -0.8284187 -0.4054227 -1.0750473 -1.3614521 0.60584706 0.22553071 0.24318492 0.9762848 0.029225666 -0.4364236 -0.7309176 -0.30761614 0.6887713
bdca9c4f4a79e4311d672df93fd3bdcb -0.56524456 1.4379565 -0.8282655 -0.44663972 -1.025655 -1.3074528 0.60094863 0.25486523 0.26420912 1.000331 0.039225917 -0.49302354 -0.7756033 -0.31993735 0.69709444
b57736419b7397467ed2f998112c1677 -0.5064004 1.4693633 -0.8166118 -0.41264594 -1.0417236 -1.3487064 0.540983 0.2774782 0.26458082 0.97394484 0.040389556 -0.36364928 -0.7511599 -0.29445958 0.74027514
bbd5acd2a9b2e09d8bb11f6f94547759 -0.52083254 1.5472918 -0.7822086 -0.38329747 -1.0961987 -1.3405161 0.5835173 0.2783479 0.28392506 0.95997673 0.079560325 -0.42991775 -0.7158842 -0.3058456 0.7165701
7391f4c462a14f88f3e7bcee069729c8 -0.5156776 1.5389848 -0.8208397 -0.42254356 -1.0492187 -1.2755291 0.5510002 0.2318209 0.29109982 1.0303987 0.05842443 -0.42607373 -0.7263226 -0.28743565 0.7256597
09c521f10907d569b2c42bedb430ea32 -0.49777833 1.5381124 -0.7538681 -0.41494003 -0.92677575 -1.3027638 0.5479491 0.20235632 0.26478764 1.0490098 0.088013865 -0.4693309 -0.73610437 -0.32268414 0.7164037
5f2210283840c7ab96a881bcaf31bdfa -0.4988741 1.559823 -0.8115646 -0.45056513 -1.04913 -1.3362298 0.5929252 0.21380563 0.24993286 1.0129446 0.025958873 -0.43290955 -0.7199171 -0.34328672 0.6712502
85a2eb8a8bfbea7a66ccb1df9a22e366 -0.49495453 1.4841723 -0.8100788 -0.44401872 -1.0498343 -1.2581266 0.58533233 0.19952144 0.2750891 1.0469152 0.0043003066 -0.48203832 -0.7736737 -0.27673545 0.71331227
0d5749abcefd27df66db4c41590be16c -0.52994084 1.5734748 -0.79017013 -0.39416888 -1.0234374 -1.2671796 0.5727069 0.23277079 0.28535843 1.057804 0.07714104 -0.4776751 -0.7511002 -0.32556173 0.71536976
f48e5f963cb51992e8da57a85ec93fe6 -0.37759584 0.67595404 0.94621706 0.9641109 -0.6101175 -0.80418766 -1.1323448 0.30395046 -0.64328367 0.46996236 -1.0504956 -0.6731718 -1.216958 -1.0930407 -0.6124403
5f810340f7e263bb3f389ac81a33924a -0.36557326 0.68867844 0.850339 0.97204185 -0.5708649 -0.8302961 -1.2189448 0.24718939 -0.686565 0.4802241 -1.1333892 -0.6307018 -1.209718 -1.0479497 -0.56477636
84921c6f86e9ad84c7ab2980f0234e52 -0.4295238 0.577255 0.8811226 1.0129294 -0.58245474 -0.8414743 -1.1743634 0.3566211 -0.64247096 0.43141484 -1.1124101 -0.68314314 -1.2065635 -1.0957319 -0.53904045
309a57f04858d94e0bc3873a5010961b -0.41451383 0.6030096 0.8930172 0.9457536 -0.59417117 -0.890461 -1.2353293 0.28813577 -0.663761 0.3861673 -1.0806303 -0.64247876 -1.2486366 -1.0563414 -0.5511355
24e95d38e5859b3de7b696a71b2e9337 -0.3846627 0.6256009 0.89293534 0.98612857 -0.66238815 -0.8292924 -1.1955823 0.38594934 -0.60032094 0.42208457 -1.1006855 -0.5495162 -1.1875885 -0.9969029 -0.5120539
99636abea5cc4fae02bb5303f2fa698c -0.3186001 0.7367946 0.88195467 0.9294186 -0.6105165 -0.77110755 -1.1701298 0.2719967 -0.67964953 0.47130907 -1.0846334 -0.6256643 -1.2123365 -1.0833459 -0.62362075
1613ce1136bc8978c20804e8551210e8 -0.35217127 0.7041563 0.91784054 0.95623416 -0.55261326 -0.82459366 -1.2117059 0.21223553 -0.696508 0.49148482 -1.0554373 -0.5240787 -1.2179334 -1.1082346 -0.56865627
5fb139a3fea7ba825f6c3939c6662154 -0.406888 0.65537804 0.86679345 1.0097612 -0.6278381 -0.85611534 -1.2093831 0.34601045 -0.617484 0.39344963 -1.0845186 -0.5952798 -1.2315782 -1.0799483 -0.5772425
0aca4ae643226528037631c641d88ef2 -0.4151718 0.697565 0.8872846 0.9311388 -0.65987784 -0.8541921 -1.2645198 0.35347414 -0.6470105 0.45460093 -1.1301703 -0.6180683 -1.2189491 -1.0746744 -0.5746337
9fe5848bbac3339f3cedf65d248369be -0.38492873 0.71175474 0.8788247 0.9593699 -0.5399029 -0.782516 -1.1762984 0.3131748 -0.66029614 0.5282345 -1.0568529 -0.65899456 -1.196613 -1.0531371 -0.5180511
748c759b8821d8bae9d07b55f7c5e46a -0.3973513 0.61848295 0.8314377 0.95494634 -0.5915086 -0.8578694 -1.180116 0.2883238 -0.63097423 0.41387805 -1.1225723 -0.64826876 -1.2217373 -1.072306 -0.54238033
588f5547e5794335d7d62f907ba69c44 -0.37855643 0.64746225 0.8880578 0.9669776 -0.5326162 -0.8044718 -1.1401292 0.25064218 -0.6416727 0.51369494 -1.1399117 -0.721908 -1.2545114 -1.0397295 -0.5647369
2c562d359309fbbe6c3c9c62aa97bb7b -0.37789562 0.60140556 0.87660635 0.9833464 -0.64837086 -0.8123624 -1.1790907 0.27374303 -0.63879025 0.43036875 -1.1554039 -0.66295505 -1.2577069 -1.0146334 -0.52560914
7fa9820f18d5eb02f78f26b82f2ef695 -0.39703375 0.63820165 0.929715 0.9614717 -0.6054797 -0.8227116 -1.1472595 0.2922666 -0.67210746 0.46471626 -1.0996921 -0.69601375 -1.2165501 -1.050059 -0.57247686
fcc4845bd219595b82f101c6ea1916e0 -0.35012636 0.69180787 0.9238093 0.99858403 -0.66573507 -0.78337926 -1.2157885 0.23471239 -0.70018864 0.4335821 -1.1058875 -0.6104922 -1.2205522 -1.0049967 -0.5590485
4f07ff7de01bcd46297e5dc48e649dc9 -0.3711711 0.6752174 0.8923715 0.962769 -0.60460204 -0.74840784 -1.1622374 0.24710798 -0.64468104 0.4809943 -1.1235789 -0.7086833 -1.25071 -1.0196389 -0.57226706
3d37c1889fe35a91fa7d6e74e9113793 -0.39588708 0.6282024 0.8918407 0.9829106 -0.6654159 -0.80695856 -1.1573108 0.23079625 -0.7422745 0.44611707 -1.1697451 -0.6088094 -1.2357644 -0.9998753 -0.59718037
e7c402d44d5ebc0707bab99110c10528 -0.39534223 0.599622 0.88667774 1.001982 -0.6466088 -0.8190232 -1.2139972 0.27298692 -0.69379467 0.44704294 -1.1100539 -0.5837799 -1.2507681 -0.99134386 -0.50943375
6cb34c7f888ddaa2dfbe257f9da22593 -0.439522 0.6327664 0.8500807 0.9636372 -0.6468607 -0.84430844 -1.1918268 0.3132729 -0.67911243 0.41361964 -1.1075662 -0.6121303 -1.2355121 -0.9973513 -0.5670924
57425565cdf8ad337fe6e84e4da9b4df -0.39380547 0.5681543 0.87609667 0.9251593 -0.55555505 -0.87086207 -1.1568383 0.25212112 -0.7050137 0.45018366 -1.1370194 -0.6802396 -1.2680322 -1.0077991 -0.55462414
6478c9f26d5b84fff5def8bf1d15154d -0.39172384 0.59223104 0.87913823 0.9304292 -0.5963648 -0.85330045 -1.143643 0.3436908 -0.60841453 0.41527447 -1.1874473 -0.7341425 -1.2531326 -1.0827229 -0.5276902
ae50ca468768453a1039b08879dc7f6a -0.43010995 0.59066343 0.871931 1.0016365 -0.65629405 -0.8044051 -1.1795446 0.33935964 -0.6734084 0.4365784 -1.1146276 -0.59508526 -1.2266065 -1.0372168 -0.53186744
f3fc97e2f01986a1b6c65a9df8949651 -0.3870293 0.62956446 0.89179003 0.93892294 -0.6133586 -0.784035 -1.145809 0.33147693 -0.6014781 0.4689985 -1.1535071 -0.7106327 -1.2310191 -1.0456643 -0.5570806
693288346b75542e5948c37ab8365b3e 0.937502 -0.21049376 1.7589028 -0.037728447 -1.115858 -1.9930774 -0.012764063 -0.20823954 -1.1711719 1.6759744 -0.68757695 -1.2964582 0.77405936 0.7918866 0.6640857
084445639e757fcc1863b504279e6bcf 0.9259565 -0.20062248 1.7218071 -0.18940225 -1.1237142 -2.044658 0.015872916 -0.16759424 -1.0738457 1.6260703 -0.798228 -1.3099508 0.7452251 0.7631889 0.59789944
544af044f886104af2f5fb49d5147118 0.98643446 -0.14803322 1.7969323 -0.23662928 -1.2204106 -2.104767 -0.1034471 -0.10439375 -0.9368319 1.562157 -0.7569241 -1.2526808 0.78015417 0.8361557 0.6948491
60dafc6939f84150912bdb33aebb1ba0 0.9291344 -0.12955245 1.7725122 -0.18408346 -1.14762 -2.0330758 -0.046883248 -0.09315241 -1.0521134 1.6065567 -0.74242336 -1.2808917 0.80293137 0.7932884 0.68160343
330d13a0847b8c1d69aed32e3081349a 0.92068166 -0.12276819 1.7860476 -0.15600702 -1.1532393 -1.9966269 -0.0062210695 -0.10912048 -1.0541927 1.5906045 -0.68326217 -1.359484 0.77294594 0.8356317 0.6557665
6f7b3c79127190a53514327adaec8558 0.9723628 -0.18451434 1.846305 -0.12980533 -1.2558322 -1.966154 -0.050441537 -0.06023134 -0.97376335 1.5831751 -0.7177706 -1.3076378 0.81386375 0.8617879 0.6439821
57611ad8633136cde6a959fd985a4073 0.94104946 -0.112509854 1.7134773 -0.13602388 -1.0845742 -2.0378475 0.023286035 -0.17544629 -1.1493765 1.6353377 -0.6819761 -1.3623195 0.8533694 0.7007812 0.5046948
cd8f50f4e586249405b5cd38847e86a8 0.9212019 -0.18181239 1.7685754 -0.18915804 -1.1643692 -1.9821004 -0.030740082 -0.116840884 -0.99777776 1.5392964 -0.7294321 -1.3785617 0.8151773 0.8169809 0.6951601
a63ae8721b0f25e892ba349b09e89646 0.9580907 -0.124034725 1.8243761 -0.15323766 -1.1657809 -2.0071263 -0.084714584 -0.036147982 -0.92220503 1.6341673 -0.71337384 -1.2976427 0.82554764 0.83669853 0.6685867
4312faae34c477af05b8082ab92c6834 0.98085505 -0.14320718 1.7918158 -0.1175049 -1.1952106 -1.9792985 -0.061864678 -0.218317 -1.1070476 1.5691023 -0.68928695 -1.2086155 0.73823076 0.8851007 0.6361014
57eafeb46be097f3ddfa86efc0090a8a 0.8918571 -0.23895094 1.720826 -0.1302196 -1.1200103 -2.18498 -0.029261086 -0.23852973 -1.0659286 1.562113 -0.70287853 -1.3208169 0.7474815 0.8637858 0.6460403
972ccc640b77af4b6c0c28c49b680c98 0.9736803 -0.17762205 1.7585808 -0.05365722 -1.1483876 -1.9913875 -0.026155202 -0.28454626 -1.1197319 1.6146696 -0.68133754 -1.2300563 0.7079841 0.8663801 0.67586184
dbc2fbbb1eac2c50cd548db24345460d 0.9557635 -0.23776165 1.7212883 -0.079320334 -1.1201818 -1.9898549 -0.034373403 -0.20639202 -1.1364863 1.6189889 -0.7720896 -1.2639599 0.6536085 0.8514166 0.70360243
18d5bc5d9ac29a7d2c27a314659b2cde 0.9242862 -0.26767167 1.6766406 -0.01228393 -1.1861444 -1.9919044 -0.048815913 -0.22660895 -1.1645964 1.58997 -0.6754211 -1.2385418 0.72873765 0.89872783 0.78752595
327cecad1445a226a03923452ecd6bd0 0.895051 -0.24840759 1.7711636 -0.17554533 -1.209397 -2.052811 0.009602614 -0.10724468 -1.0704505 1.5189941 -0.8318968 -1.2965866 0.67319953 0.8096971 0.7066042
686a22dc4a7c09556c1dd53a341e18d7 1.0051439 -0.17010069 1.7852204 -0.22497532 -1.2319239 -2.0566072 -0.02780466 -0.14531338 -1.0053946 1.5038253 -0.6890721 -1.3061209 0.7508851 0.88029885 0.7241861
59a4a5dcd88133477ec7045303f1641d 0.9592266 -0.16130635 1.8034527 -0.13606803 -1.2214147 -2.0748484 -0.09472124 -0.14806321 -1.0724611 1.5463324 -0.68403274 -1.2306226 0.72983164 0.8692583 0.6775257
7f28ff4abbdca4275ebc94b63da333f5 0.96380126 -0.16988745 1.8032001 -0.10742869 -1.2204713 -1.9941165 -0.00019061987 -0.19617854 -1.0499924 1.5697266 -0.72733206 -1.2441063 0.76236796 0.8586456 0.6432278
4d47ac9b20e1343ece137e023809c2f8 0.9565985 -0.15763661 1.7414597 -0.13394631 -1.1346713 -2.0767894 -0.03650806 -0.18350598 -1.0799018 1.5577046 -0.68356967 -1.1961108 0.72831756 0.8370236 0.67965543
e1fd8b3e741d881ac293be5d62679c4f 0.9165415 -0.22075512 1.7657951 -0.016660143 -1.1241108 -2.021057 -0.07260502 -0.23686191 -1.2247602 1.6338071 -0.62125635 -1.1628561 0.7537491 0.8458298 0.6415157
cf952f75a0c77ddc6f555efb7a056b36 0.9634145 -0.21790949 1.7530315 -0.044736378 -1.2075595 -1.9682269 -0.03574554 -0.1531318 -1.0964963 1.5743421 -0.72926974 -1.1744546 0.7185722 0.88486665 0.7751596
2ac38f3b368ef57e1f4271d359008774 0.98788416 -0.22880082 1.6969382 -0.028900089 -1.1517961 -2.0234916 -0.010651836 -0.18099754 -1.0992612 1.5525366 -0.76866513 -1.2798202 0.7421702 0.8322145 0.69391817
7fe44b9ce7bab7de4c058b220b958578 0.9381366 -0.16016246 1.7557473 0.03794182 -1.1492255 -1.914566 0.0037760916 -0.17699826 -1.067185 1.658792 -0.69696486 -1.2065812 0.7821803 0.83380216 0.7447346
68398751daa300a79e1eb6c0592066cf 2.446371 0.55159295 0.54594034 0.5745981 -1.4244729 -1.3759094 1.6841637 -0.59645534 0.063131824 -0.58415866 -0.101969525 -0.3464288 -1.0653473 -1.6864129 0.49659994
