md5_num v1 v2 v3 v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15
ea5ca2a45968433f5a5ceb77862e515b 0.42745334 0.2654623 1.9437516 -0.4832614 -0.945751 0.055643234 0.55688936 1.0418813 -0.9821854 0.588101 1.8891954 -1.0927733 -2.0504274 -1.7224219 1.475771
c66641bf1a0466e61540499593b51539 0.018730838 0.6915976 0.9841936 0.02073073 -1.8105735 -0.32713383 0.31671894 0.9994275 -1.6259279 -0.782856 2.293627 -0.5254103 -1.8979867 -1.6770754 1.2255311
918ee00634b36f3707926b317c589023 1.1540514 -0.4264805 0.6916316 -2.6967402 -2.0605495 -0.08268463 -0.88199174 -0.23463035 -1.33536 0.92933744 -0.43070582 1.1132181 -2.7811244 -0.8520757 0.8064314
12f4398761557037bb916bc0b7ede89d 1.1834403 -0.31240186 0.68869036 -2.6401117 -2.2435844 0.099026665 -0.99795973 -0.25911763 -1.3804283 0.9936606 -0.46892124 1.3008788 -2.7553055 -0.8305032 0.7594644
f515db42a5c0b7fcb9306d2794deaea4 1.2361842 -0.3886351 0.77624243 -2.3700032 -1.959517 -0.046194933 -1.0840302 -0.34001353 -1.4791806 1.0914142 -0.19456893 1.395168 -2.8280208 -0.7664901 0.97019637
2f940e7de0d50d756d802a30e29dcd87 1.1786144 -0.4637038 0.7402776 -2.459693 -1.9022382 0.10014207 -0.8259735 -0.4067473 -1.3799889 1.1825578 -0.4481534 1.1438415 -2.8407788 -0.8841515 0.8113859
d297b9ec61c82af6794b85f3b5a80958 0.14610794 0.8280172 1.0371125 0.06194934 -1.6042335 -0.40227237 0.121359594 0.78410643 -1.7110583 -0.72939134 2.4995816 -0.38294566 -1.8328208 -1.5368848 1.117254
6d1a58afc547fad004c61311a720e333 0.175316 0.97850233 1.1578743 0.049918026 -1.8552647 -0.28788814 0.31564012 0.84110355 -1.802158 -0.65989333 2.4891303 -0.5095219 -1.8236421 -1.6189489 1.0870819
f7019d6bc501c474ad5bd92955635103 1.2772009 -0.24655397 0.82373476 -2.5157583 -2.0519981 0.25682065 -0.85362095 -0.38108683 -1.4547004 1.2796286 -0.3670079 1.1354175 -2.6239882 -0.81035626 0.7693618
f172d51c0721180c1b2c56e2ad12321c 1.2894126 -0.3264959 0.70280975 -2.466955 -1.9585897 0.13798618 -0.87432206 -0.44102454 -1.5040601 1.164904 -0.2553376 1.197786 -2.720975 -0.8292992 0.807373
f2e6c913402bbb4efce3e94ff2702748 1.4081701 -0.19308762 0.669816 -2.562979 -2.2173712 0.1431244 -0.9541267 -0.012734013 -1.2231046 1.0268303 -0.21029729 1.2631215 -2.5312288 -0.76757765 0.8830111
7428cdca2cefe379b9aed8af52f306b9 -0.42284188 1.3129885 -0.876177 0.010658675 -0.93226343 -1.2156099 0.6457942 -0.25031224 0.22082289 0.9256626 0.16646954 -0.3919486 -1.2713358 -0.0009926922 0.98067605
110d4ab5bda821b40c7eae9c9bd92ce1 0.7309708 -0.75555515 -0.6431019 0.17554389 -0.8872768 -0.48981613 -0.66231626 0.15926726 0.19941635 0.6567262 0.4306488 -0.46261263 -0.19822095 -0.37663406 -0.4346343
c1bb4c0b7f87e1e4e68efa803bbaf8f5 0.8485299 -0.014399566 1.7663766 -0.23192509 -1.4029589 -2.5208237 -0.23687553 0.26881427 -1.1480665 1.2858007 -0.43650356 -0.58721656 1.1859512 0.6600927 0.60969
75ae5fd243e7a078be13a185c4a21ff7 -0.6390721 -0.2878089 0.7222641 -0.08920988 -0.8326298 -0.43426734 -0.1961539 -1.0162798 0.5946579 0.15865593 0.040890057 -0.10443499 0.32825243 -0.89949447 0.73380697
4437d0fd50c65940e3aedc0cb84accee -0.17984687 -0.27752736 1.6129909 0.5754474 -1.7734826 -1.2155461 1.2314441 0.044622805 0.8853424 0.87115204 0.9312197 0.58081734 -2.8935268 0.44060162 -1.4013829
22ca0dc2f96082c2c3f8ef0e9558f4ee -0.6916534 -0.29173565 0.669968 -0.038565166 -0.6988443 -0.43701366 -0.14768527 -1.066731 0.65011185 0.21308656 -0.04997352 -0.31634828 0.2681479 -0.84978694 0.72969013
5911f676c4de02f33d938ea5ec360227 0.044801574 1.0382311 0.98548007 1.0222166 -0.5776225 -0.5866782 -1.4595329 0.32568663 -0.18186674 0.41836634 -0.78209776 -0.77871484 -1.3832926 -0.6080575 -0.31862146
d46abbf15431089102517c5ddd2f27f2 0.80218834 -0.6135431 -0.54975903 0.3722777 -1.0134056 -0.24985161 -0.7217146 0.14801742 0.11047879 0.6316666 0.5618373 -0.45633355 -0.19963275 -0.28775686 -0.33725417
ca7765bd8e548dfee09960b84068f45e -0.028024737 0.74157065 0.9331994 1.0309416 -0.65218604 -0.7572051 -1.4286635 0.2964053 -0.22228116 0.27524084 -0.9556774 -0.65132195 -1.4747218 -0.55457383 -0.23325647
025de0dffcede8bb542c6e4ea1c7b3f6 -0.57162005 -0.06415754 0.74618787 -0.054123428 -0.95687777 -0.245861 -0.11428092 -1.1843415 0.6513573 0.1824255 -0.05882436 -0.2856034 0.3323027 -0.6912944 0.72180164
fcf61eb6e99c196bba9ade2bf20f22eb 0.019097297 0.8160952 1.0060407 1.0995898 -0.5743696 -0.5791647 -1.3853755 0.31831738 -0.09563891 0.37480772 -0.91100043 -0.9343376 -1.4893645 -0.5536857 -0.13348672
b940fcac8ad5a09b587ab1ef7554eeac 0.69105804 -0.7404853 -0.6005085 0.34076267 -0.79270905 -0.42602947 -0.5341499 0.16862793 0.04222175 0.75874406 0.5015882 -0.5909623 -0.21674347 -0.42372006 -0.35671812
bdf492ed5d691e6654df9ba9bd196353 -0.19399229 -0.4109725 1.5727398 0.51997143 -1.6309516 -1.2921884 1.3138134 -0.101761915 0.84467846 0.9756275 0.94912785 0.31201997 -2.8783967 0.499684 -1.413147
486a53268f55f6ca6e246f94b65922bd 0.7301842 -0.23487584 1.6002216 -0.20724241 -1.5390966 -2.4516199 -0.063307 0.30011392 -1.3286871 1.1724664 -0.58230215 -0.6275953 1.0402423 0.7272485 0.6222751
43f8452d636d0115893681a6974d7da7 -0.6209791 -0.16713527 0.74897 -0.16477764 -0.97780776 -0.47788045 -0.27326328 -0.99708086 0.65899485 0.08669272 0.018196676 -0.045878917 0.40618345 -0.775039 0.6664726
3fe56a8f9d7e71f6d5f8f8e47388e400 0.72915757 -0.6380502 -0.6333797 0.30805454 -0.80776453 -0.37722173 -0.5889046 0.13604091 0.12269178 0.7095106 0.4806058 -0.66098374 -0.14461134 -0.4247046 -0.42459387
84b47d14996241988df6a10f0ea6f318 -0.4501538 1.1557581 -0.89661777 0.025652828 -1.0507603 -1.1243522 0.63466036 -0.17812403 0.0038655156 0.9344695 0.22504796 -0.36361486 -1.2486395 0.13990356 1.0311792
d0b1178f93bb16c63bb28983c843c044 0.85416603 -0.18274179 1.6582555 -0.09337657 -1.3466625 -2.4553502 -0.1724619 0.00646675 -1.3888373 1.3179973 -0.4945953 -0.5714778 1.0440999 0.70851564 0.6739924
ed10b713984ff1be760344e2161a2edc -0.34424236 -0.45695284 1.6077741 0.5022824 -1.7039392 -1.2611529 0.9995407 -0.1516544 0.9463559 0.8254161 0.97407264 0.40303573 -2.9821768 0.6427923 -1.4622356
859f570be034bf8100f359571fa4ab3f 2.1915166 0.03462112 0.3995921 0.9168132 -1.3015996 -1.6430621 1.6823637 -0.8665815 -0.104959846 -0.79993254 0.077412814 -0.3221528 -1.560057 -1.4227324 0.5788757
e70c5da00ca2586379e60efeb1c88f06 0.66640776 -0.59947807 -0.5541824 0.39154884 -0.9213388 -0.35589734 -0.6589265 0.31258708 0.11718881 0.63776135 0.55546516 -0.55995315 -0.11146996 -0.38044816 -0.3351046
810b88a9ff1b7b724e22143863ea34bc 0.8299912 -0.18649462 1.6388766 -0.1658555 -1.3735702 -2.3327649 -0.1789508 0.030846298 -1.428903 1.3800545 -0.5076798 -0.52587944 1.0502101 0.67248833 0.62774485
301c55eb55a54293a6b1a2c0d5ab4ac9 -0.6717159 -0.15161756 0.74025446 -0.08583019 -0.9141378 -0.41304073 -0.14501417 -1.1205976 0.44272667 0.06354889 0.054597136 -0.12332631 0.31352824 -0.7543681 0.6735531
b4442f412422f3dba6601e2cac7ca006 -0.56107455 -0.19742991 0.7270032 -0.1145973 -0.9514503 -0.3254743 -0.029835936 -1.0852693 0.6173879 0.14110804 -0.09101047 -0.20610042 0.39692777 -0.8344565 0.64357066
99f9ea8ae2da19bd0641d867f0841c9e -0.036212277 0.7826456 0.9173119 1.0543872 -0.6070553 -0.68444085 -1.3860759 0.2473356 -0.18257399 0.3755044 -1.01271 -0.7352057 -1.553566 -0.59556705 -0.1837007
814e86bee38a223616b26ef4e53f86fc 0.83121884 -0.058311034 1.6842493 -0.14815606 -1.3844554 -2.4037178 -0.14542568 0.13220395 -1.2782676 1.295465 -0.60288465 -0.5374179 1.0844585 0.6389671 0.5779692
950e49e66dfdf94d7610969bcf0cf357 0.7674063 -0.59404397 -0.55690503 0.26405853 -0.71337885 -0.495898 -0.63954127 0.13769642 0.03710928 0.6994235 0.62344575 -0.45822942 -0.1298675 -0.4946528 -0.49847782
31118cc22e9df652fb0b79ad7373dfd3 -0.5536524 1.1252217 -0.9349805 0.19472489 -1.1649421 -1.1616757 0.693771 -0.16181904 0.013418604 0.8358867 0.21555986 -0.2619763 -1.205832 0.20216054 1.0740545
d70b1f1bb78e523b2acab023795320eb 0.056014106 0.8633774 0.9861161 1.0644206 -0.60750234 -0.5470718 -1.3594371 0.24045889 -0.15361695 0.43350884 -0.99070317 -0.77439934 -1.4916989 -0.5786694 -0.25280103
31c8e9178f846d755a97f6c0c8c864df 0.8313868 -0.63101345 -0.5959552 0.4250312 -0.79153246 -0.37738177 -0.6474882 0.16395399 0.109026425 0.73132545 0.56439674 -0.5250504 -0.14698331 -0.4132501 -0.29752398
0246dcad516c3e5c83b3e78591ab0735 -0.39073256 1.1754272 -0.8480409 0.22438839 -0.91572064 -1.1428235 0.6546493 -0.20513572 0.11348868 0.9307889 0.32833365 -0.37891826 -1.2699493 0.15061155 1.0807139
4db8e68a5ad3437c705d8fbf9bed6756 -0.7032288 -0.14494438 0.79099804 -0.09295915 -0.8930416 -0.4492882 -0.18920457 -1.0298759 0.4554872 0.17073701 -0.025194667 0.052881327 0.2938869 -0.787487 0.5569942
447fd99571809c9b30a2f5a9273909c4 2.1043522 0.08520518 0.32820144 0.88628745 -1.2173518 -1.5108521 1.7043067 -0.97473973 -0.1887622 -0.6743314 0.10015342 -0.24196637 -1.5320134 -1.5566455 0.50040656
35dd6bbcaf3821030b67255528ef3c79 0.7790358 -0.21319939 1.5153404 -0.13139124 -1.4462751 -2.469159 -0.0727112 0.114583515 -1.3764856 1.3175677 -0.5316767 -0.55029345 1.0765604 0.728144 0.5331747
c670aa1452929d8b472295971fce8826 -0.4287528 1.1817528 -0.89189214 0.19487259 -0.98495585 -1.1210134 0.63543475 -0.21108535 -0.03892894 0.9282238 0.35496303 -0.22237441 -1.2518277 0.110741556 1.0630723
77359c457903875a7ce6a805e2eb47ea 0.78135645 -0.6392457 -0.58808607 0.37748376 -1.0042357 -0.3603987 -0.70953524 0.20349212 0.09301236 0.62141067 0.5945666 -0.42734718 -0.1784892 -0.33200562 -0.33802262
56ee1f1a3de3d5929c228e5a16273349 -0.66002107 -0.25478122 0.757445 -0.23259148 -0.74539226 -0.66033584 -0.23011245 -0.8929707 0.72513515 0.074776396 -0.08038259 -0.1959473 0.3301142 -0.9665642 0.7223295
780bf38ccdd94d9ddbc19a1a078072e3 0.76864386 -0.6625712 -0.5899444 0.25836274 -0.90058726 -0.24705783 -0.58667326 0.14471723 0.20874587 0.69634044 0.4163151 -0.7461736 -0.21687149 -0.3261458 -0.33240798
5975773f29aa3b4222d90cec5820b5ed 2.2178216 0.09927264 0.24484183 0.9956647 -1.2868259 -1.5900675 1.6154366 -0.93664795 -0.15303089 -0.80354375 0.098630406 -0.22256324 -1.5275086 -1.4931856 0.5693686
a1429e1456427184676a900222479487 2.2444625 0.10223909 0.29411072 0.83979964 -1.3822556 -1.5342385 1.6437082 -0.894762 0.008768523 -0.7672599 -0.01592478 -0.27859676 -1.5539181 -1.5174606 0.5442152
753e587cba5b7c94fe234b8b60609f2a -0.73800945 -0.2220195 0.70166916 0.100241184 -0.92456454 -0.3890317 -0.10734645 -1.0905628 0.3551222 0.13774504 0.060793363 -0.16732357 0.40523782 -0.7914195 0.77293825
911557bf8542e38a2e955027e82601d1 0.0089651 0.7857462 0.9378585 1.1348947 -0.61773074 -0.7057611 -1.3811449 0.14942493 -0.28056574 0.47164816 -1.044729 -0.67763376 -1.5354837 -0.53951967 -0.2683563
df318fa7ed1ec9a017424e185f39ae3e -0.4377078 1.1863259 -0.94198376 0.14150259 -1.0317137 -1.1717887 0.6342682 -0.23252584 -0.075161576 0.9504201 0.29416564 -0.15853627 -1.2602189 0.07914519 1.0154624
f0fd39b5fa507b018473364e73649dc9 -0.5470984 1.1504766 -0.8764659 0.08682012 -0.9543171 -1.202334 0.63897735 -0.22644211 0.14318469 0.88302624 0.23399168 -0.50924927 -1.2572201 0.15727177 1.0615393
6610654312e1ff13576654854e446d65 -0.0637921 0.7189788 0.95821023 1.0738755 -0.60342646 -0.5182291 -1.330372 0.27644107 -0.19470812 0.48006198 -1.0630034 -0.916073 -1.5902644 -0.5375813 -0.15193841
d1c02a9f98718bb4b32e411ef2855994 0.0025309757 0.84648573 0.9353244 0.99531424 -0.48353872 -0.69664323 -1.4629906 0.22488397 -0.22007978 0.41546348 -0.9039441 -0.7693483 -1.5492227 -0.5859359 -0.23615952
5f034c75fa7d200435aa8eb809b99cb9 0.88147527 -0.015905814 1.8355021 -0.13073961 -1.373661 -2.4537714 -0.16360973 0.16518977 -1.2793438 1.3323675 -0.4141341 -0.5200414 1.0898494 0.67749727 0.64153904
06371fd4d6dbf9fbcbdc1b3372c8b5ab 0.7807324 -0.7248374 -0.5829884 0.34739783 -0.8849047 -0.35373542 -0.6733488 0.1326948 0.019140804 0.73778737 0.5465098 -0.5073699 -0.19341464 -0.35834542 -0.31423345
c6e945b47e320ff133cf10b95e696c55 -0.4967025 1.136892 -0.8642849 0.23777317 -0.8313158 -1.1350163 0.7041366 -0.2165331 0.008089897 0.9689775 0.30706772 -0.47931468 -1.2310115 0.053646237 1.0225092
fd177bdbc34598cd63fa65dd36950949 -0.3863169 1.2860141 -0.9213885 0.012954921 -0.9975493 -1.0880139 0.513335 -0.19456355 0.2351965 0.89996874 0.21336243 -0.5239158 -1.2559533 0.16977322 1.0312488
e7748a5cadaf2045d7a3f0a5e8a74b98 0.99300236 -0.58104944 0.80023754 -2.2592883 -1.9385968 0.15694667 -0.819536 -0.4996511 -1.5131905 1.2102392 -0.3830857 1.2086209 -2.7626085 -0.635595 0.8464803
eff9bf15ee6922a26f1f46d32a7b0353 0.071883425 0.8978003 1.034174 1.0561819 -0.76179403 -0.5957342 -1.4239622 0.39065897 -0.13259993 0.33726856 -0.9632862 -0.59072685 -1.4703254 -0.53024983 -0.22200875
a424be6891f4830005a2e1c0e6aaa778 0.8613413 -0.65654826 -0.6155446 0.3283027 -0.670049 -0.49461395 -0.5838243 0.03839386 0.025246708 0.8201887 0.59887075 -0.569567 -0.17597999 -0.47999883 -0.3911744
e559ed324a5181f07a260286db9258c6 0.66565967 -0.7568581 -0.61769533 0.4526526 -0.76424265 -0.44556358 -0.6068046 0.016243681 -0.08020835 0.7412477 0.6003833 -0.5331968 -0.18231578 -0.38830236 -0.37303546
64cfc0911e9e39d7c984ec5f696951bc 0.7900534 -0.67369026 -0.64143336 0.3186339 -0.90877706 -0.41885677 -0.6024868 0.1349121 0.2078608 0.58022153 0.43420506 -0.65152895 -0.19605981 -0.40033337 -0.4716676
bceec352bf4e49a3b58608fd488765c3 0.65382504 -0.8423378 -0.6435326 0.33528247 -0.8526495 -0.4211503 -0.58244425 0.19432957 0.18319993 0.63721144 0.4501019 -0.5497825 -0.24742006 -0.41809148 -0.3140612
f680b51d0beda0fcfa62ec4441beec2d 0.75248915 -0.60594094 -0.5947266 0.20500423 -0.72826505 -0.52919316 -0.622038 0.14295264 0.16174352 0.6246547 0.5893387 -0.6269925 -0.1210703 -0.58529705 -0.5718869
e9f9767d0262ff2f5e15f789584d32a2 -0.4313471 1.1386993 -0.84715617 0.06109085 -0.9437338 -1.1002272 0.58929956 -0.17830569 0.05951826 0.89272064 0.2793957 -0.37752643 -1.2933781 0.13960063 1.075448
7a3d936cf7cf0e8e80c9878cee59464e 0.79109246 -0.69190675 -0.5877433 0.30600822 -0.93973476 -0.3592981 -0.73425376 0.12045045 -0.050178893 0.7014451 0.54829824 -0.39280522 -0.18960898 -0.38879684 -0.33378512
352e8ffa8556c5ff5fd8ee2ef86cb0e4 2.2423272 0.18845156 0.34425813 0.9318495 -1.3126807 -1.5748823 1.5935495 -0.93022436 -0.032922674 -0.79941237 0.16056335 -0.08214761 -1.5280876 -1.5056984 0.5375528
da3c6fc66c659ca14ad95d97f30709b1 0.7168939 -0.66838944 -0.63572675 0.30211443 -0.7675703 -0.4546081 -0.55325836 0.10252713 0.009264358 0.7462409 0.5192121 -0.6073395 -0.22593267 -0.40056726 -0.43947423
6b019dbc197abad60e88d2be3998de85 0.8141592 -0.08964552 1.7269735 -0.083349004 -1.4817247 -2.4320874 -0.26692846 0.15185876 -1.3035032 1.217383 -0.52736175 -0.6123887 1.0878801 0.74516493 0.74301994
aef1ddffa9f92ccc279869120d15123c -0.66286886 -0.1418773 0.72906584 -0.057602387 -0.96764714 -0.31629422 -0.1087865 -1.1116855 0.47511172 0.20930049 -0.057149667 -0.035920106 0.4152215 -0.9050921 0.63254195
40cc46e611b2d2c436de557e062a5447 -0.8476126 -0.2384307 0.6633999 -0.038130954 -0.96557075 -0.5600651 -0.06325111 -1.0538664 0.33417168 0.06952074 0.096009135 0.013613524 0.4312766 -0.91020536 0.5762659
eb1bfb05bd7898213793264040dd40c9 0.056708626 0.8889046 0.9847349 1.0557674 -0.6657703 -0.63487196 -1.4302872 0.2721362 -0.20486365 0.37970895 -0.92013603 -0.7403636 -1.416001 -0.5254144 -0.269955
94186a134d55ec9d02ca33f1e82b2094 0.7520899 -0.1373014 1.7797424 -0.14657031 -1.4192216 -2.3499703 -0.10177572 0.14851037 -1.360551 1.3481121 -0.5199324 -0.69702965 1.1030116 0.6593795 0.6017893
050db09ab8e97205f55cd0456fb234a3 -0.6735921 -0.2107258 0.7048116 -0.17950355 -0.9034056 -0.60941744 -0.19403858 -0.93453634 0.6535138 0.039749086 -0.03880004 -0.13670155 0.39963642 -0.8090157 0.7186363
f2db79a3a2ba039613f0aecbe1ad75ae 0.7451253 -0.6039182 -0.5566042 0.33661643 -0.8169831 -0.47755006 -0.63831323 0.22451033 0.070034094 0.66208917 0.6108176 -0.5794397 -0.12359001 -0.40922448 -0.4484272
e202d242711e3892708fa98d3f349aab -0.6361665 -0.07284464 0.7933341 -0.024560297 -0.9715148 -0.31398857 -0.103699535 -1.0261152 0.67978966 0.19812115 -0.04048549 -0.14573532 0.39463052 -0.8226555 0.77081156
74d1b34f6d457a10bd1274c0e9430e23 0.03391495 0.66979223 0.9283633 1.1363194 -0.59874386 -0.70589715 -1.3980834 0.27010414 -0.26826814 0.30668956 -1.0340885 -0.8336974 -1.5737488 -0.55110496 -0.13276407
26f1a899fbba192355668884e7d5800a -0.6477422 -0.23483087 0.71874714 -0.070827946 -0.8415299 -0.39495736 -0.09298846 -1.0563056 0.62784374 0.19340079 0.0044641006 -0.19122417 0.32298732 -0.8789373 0.74523985
6f920c7c2451d541eaaed90458e75685 0.720831 -0.6084826 -0.68290013 0.2481613 -0.9704746 -0.48637807 -0.75097996 0.21685424 0.10669832 0.53216547 0.52408516 -0.36102703 -0.109102696 -0.44737884 -0.41012773
e8bbbc56ded5716f113168ab82b78e9d -0.70938116 -0.20544077 0.7076648 -0.04266648 -0.8402938 -0.42595693 0.018611612 -1.1020277 0.440859 0.21131448 -0.078065395 -0.21860461 0.37604207 -0.88412714 0.703084
0bda5c30fe33941a9651877b580da773 2.1565027 0.060323667 0.28427023 0.8832051 -1.4201909 -1.4809468 1.7163324 -0.94028074 -0.08544909 -0.842828 0.0076398454 -0.32102358 -1.5641917 -1.4215175 0.5073469
9ff7a5c2d7c96121d97b8fca13dfcde0 -0.47037983 1.2980682 -0.8950494 0.18468867 -1.1337228 -1.0017025 0.60130537 -0.28998712 0.045795754 0.8896877 0.2674341 -0.28814238 -1.2229043 0.20293646 0.90365267
1ecf39dbabfb408d50437158925687f7 0.7589891 -0.5689179 -0.5782871 0.352323 -0.8446849 -0.41270345 -0.5556004 0.16954507 0.100496426 0.69277185 0.6084821 -0.58957726 -0.12982066 -0.44461745 -0.45659983
e01b4a8dc0b236d5e767665c34892090 -0.5544157 1.1800572 -0.88671756 0.22286485 -1.0152693 -1.1269393 0.5880131 -0.13281454 0.09678161 0.7883257 0.32444307 -0.44769007 -1.2357771 0.11234752 1.0789075
cbca92b37cc10585763abc9bce5b710e -0.36947152 1.2445306 -0.8600561 -0.12803149 -0.9982605 -1.1932112 0.5247808 -0.24320444 0.15257183 0.7634919 0.20549104 -0.32850337 -1.3262668 0.110958666 0.99401593
38a88111d1ea34bb096748c1eb5d27ad -0.5372788 1.029183 -0.9154322 0.17507574 -0.8891339 -1.1682931 0.61949146 -0.25114995 -0.13890189 0.9305672 0.30408552 -0.25651518 -1.3170545 0.09048953 1.0439318
ccb9de39adb8e2e30910d79f027af6e1 -0.7493006 -0.16547507 0.76575387 -0.052290328 -0.9744095 -0.45547867 -0.23878191 -0.9960313 0.6390036 0.052729625 0.10466201 -0.1305145 0.35571045 -0.7874851 0.6416064
ac059f29429131d649b72dc4961ec2a4 0.062363286 0.93719894 0.9514493 1.0377411 -0.49474698 -0.6259326 -1.4525988 0.19824128 -0.2504819 0.4844207 -0.8534099 -0.72457886 -1.4641774 -0.61986315 -0.27791485
885c2c03d3d3a124f9923a256a2c583b 0.7464571 -0.17722365 1.6687131 -0.13970552 -1.37037 -2.5008738 -0.12506604 0.03862691 -1.3956214 1.3001227 -0.5718403 -0.48753446 1.0521744 0.68789786 0.6479506
428fd1655b60b31c8be742171b012c82 -0.3810532 1.1036373 -0.90401894 0.029576035 -0.89935553 -1.2991548 0.7546784 -0.32980976 0.03813637 0.93948746 0.09238656 -0.41207913 -1.3589556 0.09011762 0.99415
57b15295e51341d7fb8f03f2ee2c05b6 0.78394043 -0.56760395 -0.5730832 0.40360925 -0.90120286 -0.28871748 -0.5654092 0.18499199 0.106033795 0.71437573 0.5947191 -0.54640687 -0.14673111 -0.47308886 -0.33932537
9cc3f611195ed8a26283482f1aee02ba -0.655147 -0.20076714 0.7969568 -0.15704398 -0.8801677 -0.4076635 -0.027100116 -1.0311873 0.49591932 0.1807904 0.007531441 -0.15432423 0.4199935 -0.87134457 0.6393606
f026948f66ff47f88e6165ccfb823e8a 0.009600831 0.8336468 0.99457216 0.9855893 -0.62952137 -0.68196857 -1.437309 0.24323082 -0.19567674 0.31821764 -0.9203817 -0.75739855 -1.5099828 -0.5165218 -0.25311288
dfec5639a6d48c11328f7c61b8460f19 -0.6055676 0.008537175 0.83991414 -0.056806356 -0.9215835 -0.27353108 -0.19695674 -1.0776443 0.6585314 0.2661677 -0.046979096 -0.2818545 0.47368482 -0.7710168 0.62474185
253be229eaf0003bd8f7c6aac92158a8 0.7032634 -0.62029105 -0.64282894 0.18113513 -0.7766573 -0.46036538 -0.6300282 0.23448648 0.18214037 0.6528354 0.5623903 -0.5667513 -0.16087762 -0.54449886 -0.47898775
5ef737ddd3b2843499aeab38389365f2 0.8411826 -0.27380726 1.6247717 -0.1767196 -1.5181125 -2.4314976 -0.17999215 0.23430398 -1.2236024 1.1255653 -0.6347024 -0.5061592 1.015896 0.7507023 0.7045252
bc852403ae30fcadf03290040998ff70 0.8028822 -0.71630365 -0.6275472 0.30851907 -0.961065 -0.18420754 -0.5307102 0.12920427 0.22817375 0.7767422 0.2925528 -0.75152516 -0.20660488 -0.3895523 -0.3833988
b2167d59558d7c50fcd7e59a83e633ef 0.06485888 0.83505946 0.940992 1.1471792 -0.5194388 -0.55192 -1.27917 0.14839709 -0.27805877 0.5074514 -0.9246723 -0.73826927 -1.48155 -0.598538 -0.27615198
904bca79d06482bbccc050c77dc38753 -0.44222733 1.1840452 -0.8595964 0.21612293 -0.9929032 -1.1339301 0.76409566 -0.21963438 0.023611737 0.92467886 0.28719854 -0.45058003 -1.2316566 0.14713995 0.99403137
01296ecf775a1f81d304d72ecd05ee67 -0.60690945 -0.24893342 0.75446695 -0.06399916 -0.9650468 -0.44014028 -0.12955013 -1.163938 0.5798875 0.12126663 -0.019062014 -0.18646991 0.359672 -0.745471 0.72338885
649f2550b1e18037badf6f24fcd90673 -0.3242167 1.3362224 -0.8972707 0.016445247 -0.9441276 -1.1743797 0.54699385 -0.25162244 0.16325751 0.8826149 0.2507238 -0.5403067 -1.2015002 0.1666703 0.9222312
2f9060f5f6c849151ec9049357812a17 0.71140754 -0.82795537 -0.620391 0.42286402 -0.93427485 -0.33965746 -0.61626005 0.16002725 0.1927091 0.6913607 0.35039124 -0.5518622 -0.19118701 -0.33317044 -0.2787481
7b982bdd691f850bf98de7fc804a43ef -0.6608564 -0.23373428 0.7227847 -0.120576814 -0.9300372 -0.3592038 -0.1630804 -1.0501333 0.5771057 0.19017139 -0.10774316 -0.14613695 0.2875443 -0.8232109 0.67650074
37d73e1946d25001670ba595f5953044 -0.69722116 -0.3016971 0.6655994 0.058016658 -0.8222884 -0.35664588 -0.023422124 -1.214884 0.2955592 0.20929925 -0.18669228 -0.1985675 0.31666926 -0.9248497 0.6713315
f35b581e30610bbddeec931aa636efef -0.6472447 -0.16053303 0.7164119 -0.09413151 -0.90789014 -0.38098675 -0.12311487 -1.125646 0.59786725 0.17248145 -0.028646275 -0.15990472 0.27130333 -0.72331506 0.7197452
357c26ed5364ad455009b7461feaba69 -0.4886512 1.1340432 -0.9136391 0.098775506 -0.9905578 -1.1363199 0.6422294 -0.250765 0.12390894 0.89874655 0.21555176 -0.42610785 -1.2787995 0.098603375 1.0292373
9c8231d50ec3ddb78d8c27e19be3bcf7 0.7756393 -0.15712935 1.6957768 -0.011396712 -1.3056517 -2.5349798 -0.15977728 -0.030589562 -1.4259598 1.3127801 -0.4561767 -0.55046767 1.0454 0.6755225 0.543596
411dbd9e2c7d02298ac41c621de79e2f -0.43312615 1.2703825 -0.8706347 0.09329765 -1.0564146 -1.1035566 0.656122 -0.16383892 0.14245005 0.8313919 0.25968814 -0.22161004 -1.2354333 0.053794395 1.0168611
825da84f0ce452b582384ecef060372f -0.48933467 1.1093062 -0.89805216 0.03713612 -1.0024568 -1.0695211 0.62777716 -0.3358269 0.091885 0.8075667 0.16784683 -0.5390791 -1.2369604 0.1779904 0.9858909
465f4b44cf456d7c90dcfac904645b2d -0.4690318 1.0455711 -0.9314769 -0.06744471 -0.91393125 -1.3105808 0.6248978 -0.13556594 0.0002760456 0.93280256 0.15311655 -0.27021995 -1.3456764 0.01360475 0.9964994
3f07e5ced1151241dfee30d63344d6ee -0.6536761 -0.19490458 0.7478936 0.031039305 -0.90140104 -0.44861585 -0.1889649 -0.9118817 0.640572 0.034947205 0.05017547 -0.14428523 0.32619402 -0.8176088 0.8021875
9b7b8d852d2dcdc99dae422fc1cf6633 -0.36527166 1.2769378 -0.87703246 0.11220558 -0.9409373 -1.2399644 0.46823826 -0.25913247 0.09352152 0.78882223 0.3325412 -0.3671366 -1.2591602 0.21219215 1.0013562
